OID,CN,SECURITY_ID,ADMIN_ORG,OBJ_NAME,STR_NO,DEVELOPMENT_STATUS,JURIS,RTE_SYS,MAINT_LEVEL,RTE_ID,RTE_BMP,NAME,RATING_CURRENT_LEGACY,RATING_DATE,FHWA_RATING_CODE,RATING_METHOD,RATING_CODE_METHOD,UOM,RATING_TRK_TYPE,OPER_LOAD,INV_LOAD,SAFE_LOAD_CAPACITY,SAFE_POSTING_LOAD,RATED_BY_INFO,REMARKS,RATING_TRK_SEQ,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
,2716010290,1005,100554,BRIDGE,100540000001089,EXISTING - ACTIVE,FS ,NFSR ,2 ,3000330,0.060000000000000,LUCK II CK,,03/18/2015,8,LRFR REPORTED AS RATING FACTOR,8 - LRFR REPORTED AS RATING FACTOR,RF,TYPE 3S2 VEHICLE,,,1.870000000000000,,"DJ&A, P.C.","Rated via TO# AG-0116-D-13-0036 (IDIQ# AG-0120-C-13-0011), 2013 Tongass Load Ratings",4.000000000000000,{9BD29814-0100-4AFB-A67F-1EEEB5F91C5B},CHRISTALRHIGDON,10/20/2021 20:48:16,CHRISTALRHIGDON,10/20/2021 20:48:16
,2716010290,1005,100554,BRIDGE,100540000001089,EXISTING - ACTIVE,FS ,NFSR ,2 ,3000330,0.060000000000000,LUCK II CK,,03/18/2015,8,LRFR REPORTED AS RATING FACTOR,8 - LRFR REPORTED AS RATING FACTOR,RF,TYPE 3-3 VEHICLE,,,1.809999940000000,,"DJ&A, P.C.","Rated via TO# AG-0116-D-13-0036 (IDIQ# AG-0120-C-13-0011), 2013 Tongass Load Ratings",5.000000000000000,{984C6957-6D34-414B-AC61-D59976671A5A},CHRISTALRHIGDON,10/20/2021 20:48:16,CHRISTALRHIGDON,10/20/2021 20:48:16
